"UpdateTimes","SgnYear","CountryCode","Cntrnm","UpdateDate","PlateType","Population","PopGrowthRate","FemaleRatio","UrbanPopulation","UrbanPopRatio","UrbanPopGrowthRate","RuralPopulation","RuralPopRatio","RuralPopGrowthRate"
"1","1972","LBN","黎巴嫩","","西亚北非","2416.7350","2.6491","49.4301","1512.3930","62.5800","5.1079","904.3420","37.4200","-1.3326"
"1","1972","LKA","斯里兰卡","","南亚","12861.0000","1.3385","48.6442","2561.2680","19.9150","1.3636","10299.7320","80.0850","1.3323"
"1","1972","LTU","立陶宛","","中东欧","3213.6220","1.0819","53.0124","1670.0550","51.9680","3.5146","1543.5670","48.0320","-1.4852"
"1","1972","LVA","拉脱维亚","","中东欧","2395.6740","0.8083","54.1557","1488.2410","62.1220","1.9236","907.4330","37.8780","-0.9945"
"1","1972","MDA","摩尔多瓦","","中东欧","3131.0000","1.3829","53.1725","1055.1780","33.7010","3.8521","2075.8220","66.2990","0.1507"
"1","1972","MDV","马尔代夫","","南亚","123.4410","3.3468","48.0741","17.1060","13.8580","10.9552","106.3350","86.1420","2.1752"
"1","1972","MKD","北马其顿","","中东欧","1754.9560","0.8834","49.2484","856.8920","48.8270","2.0804","898.0640","51.1730","-0.2456"
"1","1972","MMR","缅甸","","东南亚","27680.1440","2.3954","51.2013","6534.1750","23.6060","4.0656","21145.9690","76.3940","1.8848"
"1","1972","MNE","黑山","","中东欧","521.7850","1.2217","51.1482","149.7840","28.7060","4.5406","372.0010","71.2940","-0.0841"
"1","1972","MNG","蒙古","","东亚","1356.6700","2.9639","50.7329","630.7290","46.4910","4.5268","725.9410","53.5090","1.6255"
"1","1972","MYS","马来西亚","","东南亚","11324.2510","2.3400","49.5538","3975.2650","35.1040","4.7416","7348.9860","64.8960","1.0646"
"1","1972","NPL","尼泊尔","","南亚","12499.4290","2.0666","50.2393","524.7260","4.1980","6.7730","11974.7030","95.8020","1.8653"
"1","1972","OMN","阿曼","","西亚北非","776.3830","3.5943","50.5448","255.8800","32.9580","8.7974","520.5030","67.0420","1.1324"
"1","1972","PAK","巴基斯坦","","南亚","61338.2610","2.7287","47.2398","15551.0890","25.3530","3.7954","45787.1720","74.6470","2.3690"
"1","1972","PHL","菲律宾","","东南亚","37925.4000","2.8737","49.3937","12899.1870","34.0120","4.4114","25026.2130","65.9880","2.0903"
"1","1972","POL","波兰","","中东欧","33055.6500","0.8267","51.3933","17626.5950","53.3240","2.0646","15429.0550","46.6760","-0.5689"
"1","1972","PRK","朝鲜民主主义人民共和国","","东亚","15207.7710","2.6536","52.5005","8395.2980","55.2040","3.5671","6812.4730","44.7960","1.5392"
"1","1972","QAT","卡塔尔","","西亚北非","130.5340","8.8954","34.2844","115.7550","88.6780","8.9831","14.7790","11.3220","8.2109"
"1","1972","ROU","罗马尼亚","","中东欧","20657.9570","0.9552","50.8279","8535.6610","41.3190","2.1752","12122.2960","58.6810","0.1051"
"1","1972","RUS","俄罗斯联邦","","俄罗斯","131909.0000","0.5732","54.2799","84524.6490","64.0780","1.8296","47384.3510","35.9220","-1.6294"
"1","1972","SAU","沙特阿拉伯","","西亚北非","6393.8940","4.6892","48.7190","3370.0300","52.7070","8.5951","3023.8640","47.2930","0.5087"
"1","1972","SGP","新加坡","","东南亚","2152.4000","1.8522","48.8619","2152.4000","100.0000","1.8522","0.0000","0.0000",""
"1","1972","SVK","斯洛伐克共和国","","中东欧","4596.6220","0.8559","50.6817","1979.4890","43.0640","3.3362","2617.1330","56.9360","-0.9801"
"1","1972","SVN","斯洛文尼亚","","中东欧","1752.2330","0.7963","51.5265","684.3870","39.0580","3.6161","1067.8460","60.9420","-0.9700"
"1","1972","SYR","阿拉伯叙利亚共和国","","西亚北非","6800.1410","3.4299","49.0080","2997.3660","44.0780","4.1745","3802.7750","55.9220","2.8469"
"1","1972","THA","泰国","","东南亚","39061.9940","2.8487","49.8793","8595.9820","22.0060","5.4451","30466.0120","77.9940","2.1282"
"1","1972","TJK","塔吉克斯坦","","中亚","3111.2640","2.9643","50.7108","1130.5400","36.3370","2.2239","1980.7240","63.6630","3.3893"
"1","1972","TKM","土库曼斯坦","","中亚","2324.0130","2.8389","50.7553","1108.3450","47.6910","2.7467","1215.6680","52.3090","2.9230"
"1","1972","TLS","东帝汶","","东南亚","638.4990","2.7878","49.2184","86.5040","13.5480","5.2923","551.9950","86.4520","2.4009"
"1","1972","TUR","土耳其","","西亚北非","36587.2250","2.3972","50.3915","14488.5410","39.6000","4.0651","22098.6840","60.4000","1.3186"
"1","1972","UKR","乌克兰","","中东欧","47783.0110","0.7335","54.4193","26888.4560","56.2720","2.0213","20894.5550","43.7280","-0.8996"
"1","1972","UZB","乌兹别克斯坦","","中亚","12828.6250","2.7787","51.1461","4830.8750","37.6570","4.0428","7997.7500","62.3430","2.0229"
"1","1972","VNM","越南","","东南亚","44758.0000","2.3350","50.7779","8276.6490","18.4920","2.8555","36481.3510","81.5080","2.2173"
"1","1972","YEM","也门共和国","","西亚北非","6407.2950","1.6800","51.0293","890.6780","13.9010","3.8838","5516.6170","86.0990","1.3287"
"2","1972","AFG","阿富汗","2023-11-23","南亚","11286.7530","2.4294","48.8164","1400.6860","12.4100","5.6142","9886.0670","87.5900","1.9863"
"2","1972","ALB","阿尔巴尼亚","2023-11-23","中东欧","2243.1260","2.4950","48.2495","720.6490","32.1270","3.1007","1522.4770","67.8730","2.2096"
"2","1972","ARE","阿拉伯联合酋长国","2023-11-23","西亚北非","392.3680","13.0068","30.7930","313.1100","79.8000","13.0071","79.2580","20.2000","13.0059"
"2","1972","ARM","亚美尼亚","2023-11-23","西亚北非","2648.0480","2.1809","51.3683","1627.0930","61.4450","3.4716","1020.9550","38.5550","0.1576"
"2","1972","AZE","阿塞拜疆","2023-11-23","西亚北非","5391.4500","2.0330","51.6660","2745.1650","50.9170","2.9306","2646.2850","49.0830","1.1102"
"2","1972","BGD","孟加拉国","2023-11-23","南亚","69346.7050","1.4094","48.5653","5700.9930","8.2210","5.3796","63645.7120","91.7790","1.0613"
"2","1972","BGR","保加利亚","2023-11-23","中东欧","8576.2000","0.4652","50.5941","4667.0820","54.4190","2.4304","3909.1180","45.5810","-1.8315"
"2","1972","BHR","巴林","2023-11-23","西亚北非","243.1430","5.1267","44.2094","204.8840","84.2650","5.4163","38.2590","15.7350","3.5896"
"2","1972","BIH","波斯尼亚和黑塞哥维那","2023-11-23","中东欧","3901.8950","1.0992","51.2056","1126.6720","28.8750","3.8412","2775.2230","71.1250","0.0071"
"2","1972","BLR","白俄罗斯","2023-11-23","中东欧","9188.9680","0.8019","53.7431","4290.9720","46.6970","3.7311","4897.9960","53.3030","-1.6956"
"2","1972","BRN","文莱达鲁萨兰国","2023-11-23","东南亚","143.8860","3.6953","45.8648","91.7070","63.7360","4.2046","52.1790","36.2640","2.8064"
"2","1972","BTN","不丹","2023-11-23","南亚","319.1280","3.2779","47.7554","21.5540","6.7540","8.4576","297.5740","93.2460","2.9129"
"2","1972","CHN","中国","2023-11-23","东亚","862030.0000","2.4574","49.0484","148131.2350","17.1840","1.8308","713898.7650","82.8160","2.5879"
"2","1972","CZE","捷克共和国","2023-11-23","中东欧","9867.6320","0.4145","51.5882","6560.3960","66.4840","2.2191","3307.2360","33.5160","-3.0716"
"2","1972","EGY","阿拉伯埃及共和国","2023-11-23","西亚北非","36330.7680","2.1557","49.6699","15331.5840","42.2000","3.0172","20999.1840","57.8000","1.5313"
"2","1972","EST","爱沙尼亚","2023-11-23","中东欧","1392.5180","1.1239","54.1161","919.2990","66.0170","1.9362","473.2190","33.9830","-0.4354"
"2","1972","GEO","格鲁吉亚","2023-11-23","西亚北非","4205.3000","1.0110","53.4640","2058.1580","48.9420","1.9718","2147.1420","51.0580","0.0986"
"2","1972","HRV","克罗地亚","2023-11-23","中东欧","4450.5640","0.4343","51.7073","1862.0710","41.8390","2.0511","2588.4930","58.1610","-0.7127"
"2","1972","HUN","匈牙利","2023-11-23","中东欧","10398.4890","0.2981","51.5488","6339.4390","60.9650","0.9993","4059.0500","39.0350","-0.7873"
"2","1972","IDN","印度尼西亚","2023-11-23","东南亚","121504.1450","2.6326","50.0828","21602.2220","17.7790","5.1444","99901.9230","82.2210","2.0977"
"2","1972","IND","印度","2023-11-23","南亚","582837.9730","2.2274","48.2653","118438.5040","20.3210","3.8647","464399.4690","79.6790","1.8141"
"2","1972","IRN","伊朗伊斯兰共和国","2023-11-23","西亚北非","30111.5740","2.8221","48.4484","12952.1920","43.0140","4.9461","17159.3820","56.9860","1.2482"
"2","1972","IRQ","伊拉克","2023-11-23","西亚北非","10507.3150","3.4113","50.3962","6122.5070","58.2690","5.2384","4384.8080","41.7310","0.9146"
"2","1972","ISR","以色列","2023-11-23","西亚北非","3148.0000","2.5416","50.0195","2686.8490","85.3510","3.2022","461.1510","14.6490","-1.2231"
"2","1972","JOR","约旦","2023-11-23","西亚北非","1704.7870","4.0990","48.8272","965.6770","56.6450","4.6958","739.1100","43.3550","3.3247"
"2","1972","JPN","日本","2023-11-23","东亚","107188.0000","1.4008","50.7509","78731.7300","73.4520","2.4766","28456.2700","26.5480","-1.5169"
"2","1972","KAZ","哈萨克斯坦","2023-11-23","中亚","12611.9970","1.3383","51.7565","6466.0450","51.2690","2.3498","6145.9520","48.7310","0.2850"
"2","1972","KGZ","吉尔吉斯斯坦","2023-11-23","中亚","3088.2000","2.1570","51.4259","1165.8880","37.7530","2.5392","1922.3120","62.2470","1.9260"
"2","1972","KHM","柬埔寨","2023-11-23","东南亚","6766.2890","1.0394","50.8779","1476.2690","21.8180","16.3697","5290.0200","78.1820","-2.8503"
"2","1972","KOR","大韩民国","2023-11-23","东亚","33505.4060","1.8760","49.7022","14639.1820","43.6920","5.2060","18866.2240","56.3080","-0.6336"
"2","1972","KWT","科威特","2023-11-23","西亚北非","913.7850","6.2136","44.5188","796.7470","87.1920","7.0751","117.0380","12.8080","0.5380"
"2","1972","LAO","老挝","2023-11-23","东南亚","2808.2900","2.4351","50.6350","289.1130","10.2950","5.7932","2519.1770","89.7050","2.0568"
"2","1972","LBN","黎巴嫩","2023-11-23","西亚北非","2505.9650","2.5800","49.4490","1568.2330","62.5800","5.0389","937.7320","37.4200","-1.4016"
"2","1972","LKA","斯里兰卡","2023-11-23","南亚","12914.4570","2.0323","48.4317","2298.2570","17.7960","2.5901","10616.2000","82.2040","1.9119"
"2","1972","LTU","立陶宛","2023-11-23","中东欧","3213.6220","1.0819","52.8926","1670.0550","51.9680","3.5146","1543.5670","48.0320","-1.4852"
"2","1972","LVA","拉脱维亚","2023-11-23","中东欧","2395.6740","0.8083","54.2347","1488.2410","62.1220","1.9236","907.4330","37.8780","-0.9945"
"2","1972","MDA","摩尔多瓦","2023-11-23","中东欧","2509.5500","1.0623","53.7901","845.7430","33.7010","3.5316","1663.8070","66.2990","-0.1699"
"2","1972","MDV","马尔代夫","2023-11-23","南亚","130.9900","3.0414","46.3791","18.1530","13.8580","10.6567","112.8370","86.1420","1.8687"
"2","1972","MKD","北马其顿","2023-11-23","中东欧","1701.4980","1.3304","49.4131","830.7900","48.8270","2.5274","870.7080","51.1730","0.2014"
"2","1972","MMR","缅甸","2023-11-23","东南亚","28551.9490","2.2563","49.8719","6739.9730","23.6060","3.9265","21811.9760","76.3940","1.7458"
"2","1972","MNE","黑山","2023-11-23","中东欧","521.7850","1.2217","51.6658","149.7840","28.7060","4.5406","372.0010","71.2940","-0.0841"
"2","1972","MNG","蒙古","2023-11-23","东亚","1363.8350","2.6791","50.0756","634.0610","46.4910","4.2423","729.7740","53.5090","1.3406"
"2","1972","MYS","马来西亚","2023-11-23","东南亚","10801.6190","2.3328","49.1666","3791.8000","35.1040","4.7343","7009.8190","64.8960","1.0574"
"2","1972","NPL","尼泊尔","2023-11-23","南亚","13052.2200","2.1478","49.4311","547.9320","4.1980","6.8542","12504.2880","95.8020","1.9466"
"2","1972","OMN","阿曼","2023-11-23","西亚北非","708.0450","2.7552","50.0294","233.3570","32.9580","7.9581","474.6880","67.0420","0.2935"
"2","1972","PAK","巴基斯坦","2023-11-23","南亚","62509.5650","2.6435","46.9009","15848.0500","25.3530","3.7102","46661.5150","74.6470","2.2838"
"2","1972","PHL","菲律宾","2023-11-23","东南亚","39412.4790","2.5459","49.7002","13404.9720","34.0120","4.0836","26007.5070","65.9880","1.7625"
"2","1972","POL","波兰","2023-11-23","中东欧","33055.6500","0.8267","51.3738","17626.5950","53.3240","2.0646","15429.0550","46.6760","-0.5689"
"2","1972","PRK","朝鲜民主主义人民共和国","2023-11-23","东亚","15768.3630","2.4832","52.8443","8704.7670","55.2040","3.3967","7063.5960","44.7960","1.3688"
"1","1972","PSE","约旦河西岸和加沙","2023-11-23","西亚北非","","","49.7029","","56.4390","","","43.5610",""
"2","1972","QAT","卡塔尔","2023-11-23","西亚北非","148.3380","10.8423","38.3219","131.5430","88.6780","10.9302","16.7950","11.3220","10.1564"
"2","1972","ROU","罗马尼亚","2023-11-23","中东欧","20657.9570","0.9552","51.2772","8535.6610","41.3190","2.1752","12122.2960","58.6810","0.1051"
"2","1972","RUS","俄罗斯联邦","2023-11-23","俄罗斯","131909.0000","0.5732","54.4107","84524.6490","64.0780","1.8296","47384.3510","35.9220","-1.6294"
"2","1972","SAU","沙特阿拉伯","2023-11-23","西亚北非","6724.2600","4.9946","48.2975","3544.1560","52.7070","8.9005","3180.1040","47.2930","0.8141"
"2","1972","SGP","新加坡","2023-11-23","东南亚","2152.4000","1.8522","48.5650","2152.4000","100.0000","1.8522","0.0000","0.0000",""
"2","1972","SRB","塞尔维亚","2023-11-23","中东欧","7053.0000","0.5687","51.7259","2915.7810","41.3410","2.0111","4137.2190","58.6590","-0.4354"
"2","1972","SVK","斯洛伐克共和国","2023-11-23","中东欧","4596.6220","0.8559","50.6794","1979.4890","43.0640","3.3362","2617.1330","56.9360","-0.9801"
"2","1972","SVN","斯洛文尼亚","2023-11-23","中东欧","1752.2330","0.7963","51.8439","684.3870","39.0580","3.6161","1067.8460","60.9420","-0.9700"
"2","1972","SYR","阿拉伯叙利亚共和国","2023-11-23","西亚北非","6768.5440","3.4574","48.9791","2983.4390","44.0780","4.2020","3785.1050","55.9220","2.8744"
"2","1972","THA","泰国","2023-11-23","东南亚","37834.3840","2.7503","49.8014","8325.8350","22.0060","5.3467","29508.5490","77.9940","2.0298"
"2","1972","TJK","塔吉克斯坦","2023-11-23","中亚","3180.4610","3.0163","50.6278","1155.6840","36.3370","2.2760","2024.7770","63.6630","3.4413"
"2","1972","TKM","土库曼斯坦","2023-11-23","中亚","2328.3740","2.7845","50.9550","1110.4250","47.6910","2.6923","1217.9490","52.3090","2.8687"
"2","1972","TLS","东帝汶","2023-11-23","东南亚","574.0140","1.7683","49.8643","77.7670","13.5480","4.2717","496.2470","86.4520","1.3816"
"2","1972","TUR","土耳其","2023-11-23","西亚北非","37188.0350","2.2519","49.1359","14726.4620","39.6000","3.9198","22461.5730","60.4000","1.1733"
"2","1972","UKR","乌克兰","2023-11-23","中东欧","47974.1870","0.7877","54.7497","26996.0350","56.2720","2.0755","20978.1520","43.7280","-0.8454"
"2","1972","UZB","乌兹别克斯坦","2023-11-23","中亚","12733.2420","2.8932","50.7884","4794.9570","37.6570","4.1573","7938.2850","62.3430","2.1374"
"2","1972","VNM","越南","2023-11-23","东南亚","43906.0190","2.2792","51.0932","8119.1010","18.4920","2.7997","35786.9180","81.5080","2.1615"
"2","1972","YEM","也门共和国","2023-11-23","西亚北非","7215.8350","2.6917","50.4278","1003.0730","13.9010","4.8955","6212.7620","86.0990","2.3404"
"3","1972","AFG","阿富汗","2024-11-07","南亚","11286.7530","2.4294","48.8164","1400.6860","12.4100","5.6142","9886.0670","87.5900","1.9863"
"3","1972","ALB","阿尔巴尼亚","2024-11-07","中东欧","2243.1260","2.4950","48.2495","720.6490","32.1270","3.1007","1522.4770","67.8730","2.2096"
"3","1972","ARE","阿拉伯联合酋长国","2024-11-07","西亚北非","392.3680","13.0068","30.7930","313.1100","79.8000","13.0071","79.2580","20.2000","13.0059"
"3","1972","ARM","亚美尼亚","2024-11-07","西亚北非","2648.0480","2.1809","51.3683","1627.0930","61.4450","3.4716","1020.9550","38.5550","0.1576"
"3","1972","AZE","阿塞拜疆","2024-11-07","西亚北非","5391.4500","2.0330","51.6660","2745.1650","50.9170","2.9306","2646.2850","49.0830","1.1102"
"3","1972","BGD","孟加拉国","2024-11-07","南亚","69346.7050","1.4094","48.5653","5700.9930","8.2210","5.3796","63645.7120","91.7790","1.0613"
"3","1972","BGR","保加利亚","2024-11-07","中东欧","8576.2000","0.4652","50.5941","4667.0820","54.4190","2.4304","3909.1180","45.5810","-1.8315"
"3","1972","BHR","巴林","2024-11-07","西亚北非","243.1430","5.1267","44.2094","204.8840","84.2650","5.4163","38.2590","15.7350","3.5896"
"3","1972","BIH","波斯尼亚和黑塞哥维那","2024-11-07","中东欧","3901.8950","1.0992","51.2056","1126.6720","28.8750","3.8412","2775.2230","71.1250","0.0071"
"3","1972","BLR","白俄罗斯","2024-11-07","中东欧","9188.9680","0.8019","53.7431","4290.9720","46.6970","3.7311","4897.9960","53.3030","-1.6956"
"3","1972","BRN","文莱达鲁萨兰国","2024-11-07","东南亚","143.8860","3.6953","45.8648","91.7070","63.7360","4.2046","52.1790","36.2640","2.8064"
"3","1972","BTN","不丹","2024-11-07","南亚","319.1280","3.2779","47.7554","21.5540","6.7540","8.4576","297.5740","93.2460","2.9129"
"3","1972","CHN","中国","2024-11-07","东亚","862030.0000","2.4574","49.0484","148131.2350","17.1840","1.8308","713898.7650","82.8160","2.5879"
"3","1972","CZE","捷克共和国","2024-11-07","中东欧","9867.6320","0.4145","51.5882","6560.3960","66.4840","2.2191","3307.2360","33.5160","-3.0716"
"3","1972","EGY","阿拉伯埃及共和国","2024-11-07","西亚北非","36330.7680","2.1557","49.6699","15331.5840","42.2000","3.0172","20999.1840","57.8000","1.5313"
"3","1972","EST","爱沙尼亚","2024-11-07","中东欧","1392.5180","1.1239","54.1161","919.2990","66.0170","1.9362","473.2190","33.9830","-0.4354"
"3","1972","GEO","格鲁吉亚","2024-11-07","西亚北非","4205.3000","1.0110","53.4640","2058.1580","48.9420","1.9718","2147.1420","51.0580","0.0986"
"3","1972","HRV","克罗地亚","2024-11-07","中东欧","4450.5640","0.4343","51.7073","1862.0710","41.8390","2.0511","2588.4930","58.1610","-0.7127"
"3","1972","HUN","匈牙利","2024-11-07","中东欧","10398.4890","0.2981","51.5488","6339.4390","60.9650","0.9993","4059.0500","39.0350","-0.7873"
"3","1972","IDN","印度尼西亚","2024-11-07","东南亚","121504.1450","2.6326","50.0828","21602.2220","17.7790","5.1444","99901.9230","82.2210","2.0977"
"3","1972","IND","印度","2024-11-07","南亚","582837.9730","2.2274","48.2653","118438.5040","20.3210","3.8647","464399.4690","79.6790","1.8141"
"3","1972","IRN","伊朗伊斯兰共和国","2024-11-07","西亚北非","30111.5740","2.8221","48.4484","12952.1920","43.0140","4.9461","17159.3820","56.9860","1.2482"
"3","1972","IRQ","伊拉克","2024-11-07","西亚北非","10507.3150","3.4113","50.3962","6122.5070","58.2690","5.2384","4384.8080","41.7310","0.9146"
"3","1972","ISR","以色列","2024-11-07","西亚北非","3148.0000","2.5416","50.0195","2686.8490","85.3510","3.2022","461.1510","14.6490","-1.2231"
"3","1972","JOR","约旦","2024-11-07","西亚北非","1704.7870","4.0990","48.8272","965.6770","56.6450","4.6958","739.1100","43.3550","3.3247"
"3","1972","JPN","日本","2024-11-07","东亚","107188.0000","1.4008","50.7509","78731.7300","73.4520","2.4766","28456.2700","26.5480","-1.5169"
"3","1972","KAZ","哈萨克斯坦","2024-11-07","中亚","12611.9970","1.3383","51.7565","6466.0450","51.2690","2.3498","6145.9520","48.7310","0.2850"
"3","1972","KGZ","吉尔吉斯斯坦","2024-11-07","中亚","3088.2000","2.1570","51.4259","1165.8880","37.7530","2.5392","1922.3120","62.2470","1.9260"
"3","1972","KHM","柬埔寨","2024-11-07","东南亚","6766.2890","1.0394","50.8779","1476.2690","21.8180","16.3697","5290.0200","78.1820","-2.8503"
"3","1972","KOR","大韩民国","2024-11-07","东亚","33505.4060","1.8760","49.7022","14639.1820","43.6920","5.2060","18866.2240","56.3080","-0.6336"
"3","1972","KWT","科威特","2024-11-07","西亚北非","913.7850","6.2136","44.5188","796.7470","87.1920","7.0751","117.0380","12.8080","0.5380"
"3","1972","LAO","老挝","2024-11-07","东南亚","2808.2900","2.4351","50.6350","289.1130","10.2950","5.7932","2519.1770","89.7050","2.0568"
"3","1972","LBN","黎巴嫩","2024-11-07","西亚北非","2505.9650","2.5800","49.4490","1568.2330","62.5800","5.0389","937.7320","37.4200","-1.4016"
"3","1972","LKA","斯里兰卡","2024-11-07","南亚","12914.4570","2.0323","48.4317","2298.2570","17.7960","2.5901","10616.2000","82.2040","1.9119"
"3","1972","LTU","立陶宛","2024-11-07","中东欧","3213.6220","1.0819","52.8926","1670.0550","51.9680","3.5146","1543.5670","48.0320","-1.4852"
"3","1972","LVA","拉脱维亚","2024-11-07","中东欧","2395.6740","0.8083","54.2347","1488.2410","62.1220","1.9236","907.4330","37.8780","-0.9945"
"3","1972","MDA","摩尔多瓦","2024-11-07","中东欧","2509.5500","1.0623","53.7901","845.7430","33.7010","3.5316","1663.8070","66.2990","-0.1699"
"3","1972","MDV","马尔代夫","2024-11-07","南亚","130.9900","3.0414","46.3791","18.1530","13.8580","10.6567","112.8370","86.1420","1.8687"
"3","1972","MKD","北马其顿","2024-11-07","中东欧","1701.4980","1.3304","49.4131","830.7900","48.8270","2.5274","870.7080","51.1730","0.2014"
"3","1972","MMR","缅甸","2024-11-07","东南亚","28551.9490","2.2563","49.8719","6739.9730","23.6060","3.9265","21811.9760","76.3940","1.7458"
"3","1972","MNE","黑山","2024-11-07","中东欧","521.7850","1.2217","51.6658","149.7840","28.7060","4.5406","372.0010","71.2940","-0.0841"
"3","1972","MNG","蒙古","2024-11-07","东亚","1363.8350","2.6791","50.0756","634.0610","46.4910","4.2423","729.7740","53.5090","1.3406"
"3","1972","MYS","马来西亚","2024-11-07","东南亚","10801.6190","2.3328","49.1666","3791.8000","35.1040","4.7343","7009.8190","64.8960","1.0574"
"3","1972","NPL","尼泊尔","2024-11-07","南亚","13052.2200","2.1478","49.4311","547.9320","4.1980","6.8542","12504.2880","95.8020","1.9466"
"3","1972","OMN","阿曼","2024-11-07","西亚北非","708.0450","2.7552","50.0294","233.3570","32.9580","7.9581","474.6880","67.0420","0.2935"
"3","1972","PAK","巴基斯坦","2024-11-07","南亚","62509.5650","2.6435","46.9009","15848.0500","25.3530","3.7102","46661.5150","74.6470","2.2838"
"3","1972","PHL","菲律宾","2024-11-07","东南亚","39412.4790","2.5459","49.7002","13404.9720","34.0120","4.0836","26007.5070","65.9880","1.7625"
"3","1972","POL","波兰","2024-11-07","中东欧","33055.6500","0.8267","51.3738","17626.5950","53.3240","2.0646","15429.0550","46.6760","-0.5689"
"3","1972","PRK","朝鲜民主主义人民共和国","2024-11-07","东亚","15768.3630","2.4832","52.8443","8704.7670","55.2040","3.3967","7063.5960","44.7960","1.3688"
"2","1972","PSE","约旦河西岸和加沙","2024-11-07","西亚北非","","","49.7029","","56.4390","","","43.5610",""
"3","1972","QAT","卡塔尔","2024-11-07","西亚北非","148.3380","10.8423","38.3219","131.5430","88.6780","10.9302","16.7950","11.3220","10.1564"
"3","1972","ROU","罗马尼亚","2024-11-07","中东欧","20657.9570","0.9552","51.2772","8535.6610","41.3190","2.1752","12122.2960","58.6810","0.1051"
"3","1972","RUS","俄罗斯联邦","2024-11-07","俄罗斯","131909.0000","0.5732","54.4107","84524.6490","64.0780","1.8296","47384.3510","35.9220","-1.6294"
"3","1972","SAU","沙特阿拉伯","2024-11-07","西亚北非","6724.2600","4.9946","48.2975","3544.1560","52.7070","8.9005","3180.1040","47.2930","0.8141"
"3","1972","SGP","新加坡","2024-11-07","东南亚","2152.4000","1.8522","48.5650","2152.4000","100.0000","1.8522","0.0000","0.0000",""
"3","1972","SRB","塞尔维亚","2024-11-07","中东欧","7053.0000","0.5687","51.7259","2915.7810","41.3410","2.0111","4137.2190","58.6590","-0.4354"
"3","1972","SVK","斯洛伐克共和国","2024-11-07","中东欧","4596.6220","0.8559","50.6794","1979.4890","43.0640","3.3362","2617.1330","56.9360","-0.9801"
"3","1972","SVN","斯洛文尼亚","2024-11-07","中东欧","1752.2330","0.7963","51.8439","684.3870","39.0580","3.6161","1067.8460","60.9420","-0.9700"
"3","1972","SYR","阿拉伯叙利亚共和国","2024-11-07","西亚北非","6768.5440","3.4574","48.9791","2983.4390","44.0780","4.2020","3785.1050","55.9220","2.8744"
"3","1972","THA","泰国","2024-11-07","东南亚","37834.3840","2.7503","49.8014","8325.8350","22.0060","5.3467","29508.5490","77.9940","2.0298"
"3","1972","TJK","塔吉克斯坦","2024-11-07","中亚","3180.4610","3.0163","50.6278","1155.6840","36.3370","2.2760","2024.7770","63.6630","3.4413"
"3","1972","TKM","土库曼斯坦","2024-11-07","中亚","2328.3740","2.7845","50.9550","1110.4250","47.6910","2.6923","1217.9490","52.3090","2.8687"
"3","1972","TLS","东帝汶","2024-11-07","东南亚","574.0140","1.7683","49.8643","77.7670","13.5480","4.2717","496.2470","86.4520","1.3816"
"3","1972","TUR","土耳其","2024-11-07","西亚北非","37188.0350","2.2519","49.1359","14726.4620","39.6000","3.9198","22461.5730","60.4000","1.1733"
"3","1972","UKR","乌克兰","2024-11-07","中东欧","47974.1870","0.7877","54.7497","26996.0350","56.2720","2.0755","20978.1520","43.7280","-0.8454"
"3","1972","UZB","乌兹别克斯坦","2024-11-07","中亚","12733.2420","2.8932","50.7884","4794.9570","37.6570","4.1573","7938.2850","62.3430","2.1374"
"3","1972","VNM","越南","2024-11-07","东南亚","43906.0190","2.2792","51.0932","8119.1010","18.4920","2.7997","35786.9180","81.5080","2.1615"
"3","1972","YEM","也门共和国","2024-11-07","西亚北非","7215.8350","2.6917","50.4278","1003.0730","13.9010","4.8955","6212.7620","86.0990","2.3404"
"1","1973","AFG","阿富汗","","南亚","12027.8220","2.5760","49.1058","1530.6610","12.7260","5.8508","10497.1610","87.2740","2.1073"
"1","1973","ALB","阿尔巴尼亚","","中东欧","2296.7520","2.3626","48.5411","742.3330","32.3210","2.9646","1554.4190","67.6790","2.0763"
"1","1973","ARE","阿拉伯联合酋长国","","西亚北非","397.1740","17.6953","32.2791","316.9450","79.8000","17.6955","80.2290","20.2000","17.6944"
"1","1973","ARM","亚美尼亚","","西亚北非","2712.7810","2.3232","51.1640","1688.0280","62.2250","3.5846","1024.7530","37.7750","0.2794"
"1","1973","AZE","阿塞拜疆","","西亚北非","5483.0840","1.8001","51.2416","2816.7150","51.3710","2.6878","2666.3690","48.6290","0.8708"
"1","1973","BGD","孟加拉国","","南亚","68691.1850","1.6050","48.8612","5875.1570","8.5530","5.5641","62816.0280","91.4470","1.2426"
"1","1973","BGR","保加利亚","","中东欧","8620.9670","0.5206","50.0208","4782.1370","55.4710","2.4353","3838.8300","44.5290","-1.8144"
"1","1973","BHR","巴林","","西亚北非","239.5270","4.4268","45.1834","202.4100","84.5040","4.7103","37.1170","15.4960","2.8946"
"1","1973","BIH","波斯尼亚和黑塞哥维那","","中东欧","3897.2550","1.1900","50.5038","1156.1600","29.6660","3.8926","2741.0950","70.3340","0.0717"
"1","1973","BLR","白俄罗斯","","中东欧","9257.2720","0.7406","53.8440","4447.7490","48.0460","3.5885","4809.5230","51.9540","-1.8228"
"1","1973","BRN","文莱达鲁萨兰国","","东南亚","148.5600","4.4648","48.5659","93.3300","62.8230","3.8134","55.2300","37.1770","5.5754"
